leagueId,tier,number
01b29555-db96-4098-bed6-7d56125b4afc,SILVER,193
01b32f2c-5d52-4d2c-b505-e9081ba6707a,BRONZE,125
01b7756d-7bf3-4b32-8c88-fa53f26a0b82,PLATINUM,147
01b7944b-d6e5-4c1c-900e-5548e00d33dc,SILVER,172
01b9cbe2-6d25-423d-b65c-ea3c2e743383,IRON,74
01bfb223-bb19-4aa3-ae78-75f2cb01ec49,GOLD,189
01c2257e-33c3-4990-85c5-b72aaccf76f4,BRONZE,70
01c3c530-bfd1-4d8a-86c9-ea48c82d609e,SILVER,175
01c61b56-4793-46b3-b943-db5e5fd55e89,SILVER,111
01c82d12-dfa4-4ecf-9f97-6926f196ae8b,GOLD,197
01c94ca6-c3a4-42da-a8dc-2c17d9d35a66,GOLD,183
01caf8b6-2746-47cb-8844-c627a3d92562,BRONZE,66
01cc1bc9-dc62-4b3f-ba2e-03eac8eb8562,PLATINUM,198
01cd4599-64a9-4944-a2c7-c5ea658f648f,IRON,49
01cf70b2-53ec-46cc-a056-9f55ab485ea3,BRONZE,154
01d01fa0-c4a8-4000-89bd-8d15ab043bae,SILVER,77
01d3e734-b39a-4ca4-aa9d-39adc11b7400,BRONZE,143
01d54c57-edad-4b57-a030-4dbdd5b73ef6,DIAMOND,200
01d6840e-a350-4147-9d96-d96be9007240,BRONZE,150
01dd2558-4c1c-450f-b0c6-c0eaea6749c8,SILVER,174
01df233e-fd97-467c-b270-ea1c6c586510,SILVER,88
01df8d62-12bc-4b7b-b8cd-495802706e1b,GOLD,197
01e0e533-29c5-402e-a70b-b5e9c3f388e6,BRONZE,130
01e3648c-88f5-4d8c-b426-0819a380dc77,DIAMOND,200
01e564c4-8738-456a-9bb4-5fdafd0768f7,BRONZE,39
01ecf69b-cef3-4c58-b603-799edf9505dd,SILVER,187
01ed14b9-c8a1-4fb4-8f6c-7136e8e08887,SILVER,98
01ed2d3b-639c-428a-b4ca-3aa51b0de6b0,IRON,54
01ee0085-2955-40d1-81c2-9dac77a6b089,BRONZE,87
01ef17be-d6ab-4fea-9c22-7ead45ac674e,GOLD,190
01f2b087-7e0a-48dc-a1fb-d0bc2ce12853,IRON,23
01f98111-acb3-45b0-bd33-8723936c1284,GOLD,191
01fa73ea-74f5-4216-8af4-142eb9a585e4,BRONZE,139
0202c9c6-9a20-4fcf-b63d-21c9fcd7b8a7,BRONZE,43
02032f8f-023a-4644-bdd8-20afb5139938,PLATINUM,196
0205b040-f74e-4e39-9184-2c7367524533,BRONZE,85
020706f3-0d4f-471b-96c6-573d94220f21,IRON,20
0207f059-ec12-485e-94ef-e08c75b7bf62,GOLD,170
020a0fab-6d01-4ebd-85ab-858923046535,BRONZE,149
020ce871-c84e-48d5-8c63-98a716eb7683,SILVER,116
021020a5-eeeb-49f9-b490-abaee698a2ae,SILVER,189
02108434-4d01-44ce-9037-e8c4fd567649,GOLD,198
02128fc4-ba97-48be-b90d-67d82dde8502,BRONZE,117
021cab0c-3c3c-48c2-8ca5-32b6e786dee1,SILVER,156
021ed8b8-b362-4711-8948-a3304ecb55b3,GOLD,193
021fbdcd-ca54-4865-acf8-5e19f4cafefc,BRONZE,158
02226c28-948f-436a-96bc-5ee29ac82966,SILVER,69
0222ef4b-52f6-48b8-a8ec-b99af03be921,PLATINUM,199
0225e2d9-88e7-4c7f-838b-f30cbcd96f5b,PLATINUM,198
02260d6a-8a8e-4c75-a982-b9db9bb73c9a,GOLD,191
022b5249-5844-42c6-b3c4-915dfe56b8a3,SILVER,186
022dbfbc-530b-4b2e-849a-cdaf7e44cdcc,SILVER,174
022f240d-7d6a-4924-9935-102a25c85936,SILVER,186
02324fbb-0453-40eb-ad5f-3cece3a14f79,SILVER,198
023288dc-bb53-4b5e-aabb-26e4f1938501,SILVER,192
0232f0b6-6154-4ec0-b03c-856e505d7a74,IRON,15
023446a1-2725-4d57-a9bc-c57e59a5f6f5,GOLD,200
02354d28-170d-4947-a7d2-c03f5a1f99ce,GOLD,194
02363e81-6d97-43fd-909d-0048cf0db8aa,GOLD,185
02386d8c-b1a3-40db-8cc2-03f9aef0b133,GOLD,199
0239770d-3f91-4d1e-ace6-4d1ac38c5e27,SILVER,165
023cd72d-1aa6-4ec7-94a6-50ab29aae951,GOLD,102
0240ce86-de8f-4ff4-8f00-597187ea49fe,GOLD,199
0242da1d-ffb3-4f3e-a41a-f765cd4bb453,GOLD,111
02431f56-4b0a-4e2d-848b-3a242d76a1ee,IRON,32
024d4347-5528-4412-baa7-75c272c7f9aa,SILVER,195
024e8266-e90f-4fd0-8eea-b3092df59a29,SILVER,193
024f5e65-da65-4118-963c-78e6205cd3eb,DIAMOND,200
0250ee4d-2380-415e-824b-6fa893ba6c44,GOLD,188
02518275-7462-41c5-8f14-62dffd0bd11b,DIAMOND,199
0251975a-a52e-41ac-8697-9508c6f7fcd8,SILVER,195
025232d7-e27f-4341-a432-edf7899ce34a,GOLD,200
0253b06a-8d47-4976-a779-0184f6966771,BRONZE,141
0253e1e7-0309-47db-92c7-d9977b395c8d,SILVER,96
025939e0-810c-4c47-841c-3657c2337130,GOLD,191
025a72f2-b1c5-4512-a371-36d6c6cded9f,BRONZE,41
025b0db9-df61-49a6-85c1-bca5fdee7c6b,SILVER,71
025e7986-b2ee-41b8-8d8b-7c6ff2144bdb,IRON,17
025f5f48-ce12-4152-b465-d99190d69915,GOLD,199
026b2016-cfea-495f-83b9-29146b0bee9a,IRON,25
026c4dc0-c97d-4184-9a3e-46b5ef9f4084,BRONZE,58
026f815c-558c-4482-9de9-9aa00b3c5e26,BRONZE,42
02721a58-5e2a-43c8-87ec-8eb666977b34,IRON,21
02722137-7c70-410f-8f9a-107173b4e7fd,IRON,62
027880f3-af4d-44ac-ad9f-f1add6a8e324,PLATINUM,160
0278d862-7576-4e35-85ef-269884e58122,IRON,61
027d3009-1a4c-474b-b95c-022a9977182f,BRONZE,124
027fd968-e30e-44f5-bb09-2fc8a820a291,GOLD,198
02812af6-1abb-451c-815d-557a3a7ed884,DIAMOND,246
0281abb0-6002-4334-aa56-db75eb31a7e1,SILVER,174
028d1ed4-ccdd-4b88-a832-47f6d2db3bfb,BRONZE,147
028d88ea-e4b0-40a1-8d9f-a3272ff982e8,SILVER,88
028e4b03-d427-4e4e-8802-57e50b560b61,IRON,66
028ee6e2-fe35-4fa5-9fbe-951d6b8c8c73,SILVER,172
0292257b-79f7-4738-9b7c-cebb8759542b,SILVER,186
02950fc3-2191-465c-8eec-d3d7e224a493,GOLD,200
02965da6-657e-4ab5-a1e1-505ba496c59f,GOLD,104
029bab2d-07b8-4125-bcd4-50c5bec36d9d,SILVER,182
029fe8ea-d4d8-4f78-94d2-4e6e5f4a0b14,GOLD,198
02a488ca-932a-42ad-88b9-1a14fc6c32bb,BRONZE,48
02a9d2c1-b542-4028-98ae-4ab3625e170d,BRONZE,107
02acaa07-333b-4481-9d78-6fd21b727367,BRONZE,142
02af1b57-5dcd-4482-96d1-699628738e71,IRON,21
02af6479-e049-4271-ad22-394e9645ad67,SILVER,99
02afda74-0c7b-45e3-ab48-2697e8abb55b,GOLD,184
02b070a2-59fc-45c5-8bed-dc4a61438aa5,SILVER,97
02b2c28b-e714-47b9-9b49-86d4df2b8e69,BRONZE,115
02b3a768-e33e-4c0f-b381-694933cb27f4,SILVER,188
02b4091b-7655-43b4-9b8b-f2e0500c4880,BRONZE,62
02b4108e-797e-43ac-907b-d47ca85a950f,SILVER,197
02bf2ce3-7e6f-41ec-866a-873fec963b01,SILVER,191
02c1dd2a-8ca6-44a6-8d32-abd1dccb1bfd,SILVER,163
02c1e901-fd15-4f25-ba6e-9952f6e5f149,BRONZE,114
02c28f48-e808-41cc-9cfa-055b2e7e1d4b,SILVER,114
02cbca72-78e4-42f2-b81d-26749f164a8c,BRONZE,63
02cc5d9d-df9f-4b84-b196-85ce4dd81641,SILVER,80
02cf2868-c80f-42c2-9e5e-6bcf1ba5fbb8,BRONZE,128
02d2543c-b2d6-45fc-b469-c434589bc9e6,BRONZE,88
02d55e26-ff44-4353-b306-a5f1bf1f76f0,IRON,31
02e1fa69-8cfc-4fa8-99c8-7a8f5df9fd0a,IRON,48
02e2dc73-f1ad-491e-9c3c-9a6a8e66faed,SILVER,108
02e37d26-7385-4f7e-96c9-8652af9f51a6,SILVER,139
02e59822-f520-4ef3-a73d-9abe1e789a39,BRONZE,51
02ebe5e1-b265-4eb9-a1e8-67d831e2ad06,SILVER,198
02ef47b5-f54e-4fb3-be86-c8b7821b87d0,BRONZE,26
02ef4b63-8540-4edf-bf62-8220681aaa21,BRONZE,126
02f1d362-d2cc-4c7d-9145-ae1130275ad5,GOLD,112
02f2b112-be2d-433e-b843-829178900143,IRON,25
03026004-34b6-445a-a02d-f027828f7393,BRONZE,148
03036a7e-4fb7-4618-b84e-68bf71ea801c,BRONZE,50
0304a10c-b6bf-4386-924d-43b2f46fa794,GOLD,91
03059c31-ec30-4fae-a7ad-0f4b038ff94b,SILVER,173
030860c6-c158-431d-8748-6775e4a62e3d,SILVER,192
030aab4d-36c0-4a74-92b0-92aea9bd7973,IRON,49
030bdd47-d2d4-475e-9ba5-37981a4d72c0,GOLD,188
03106137-ccb2-4f49-b3a3-1ed99ab191fe,GOLD,182
0312a28c-1ea2-4c17-8148-ff12e41d30a1,DIAMOND,216
03151565-2b66-4acf-84e5-4ef8d9c440c6,IRON,20
03205135-0b56-43ff-bfdb-f69c9b7cd211,BRONZE,130
03250ac5-3aa5-45c2-b4c9-b13440b7946f,BRONZE,98
0326d346-1122-40f4-9def-982f6212febf,BRONZE,42
032c9724-05bd-4432-bdd2-654837c92009,SILVER,125
032d06eb-0c2d-4f64-974a-82e468ad1d2e,BRONZE,66
033182cd-9c1d-4b38-b32a-92cb1f063c60,GOLD,192
0335dccd-c559-44e4-97d5-2787b39c3a80,GOLD,196
0337abdd-bd37-40a9-8169-c9f96203d777,SILVER,195
033a0bdd-a7f3-4dc6-a927-01f91e1da9de,PLATINUM,200
033a8530-2e9b-463d-9260-6bab8be8f126,PLATINUM,199
033b0b31-3c8b-4be3-ac66-f2b7699f77de,SILVER,173
033fabc4-2a81-4b4a-b9c8-81c8482a0b24,GOLD,200
0340799a-aa49-4de0-9e29-8a5b6fc1686f,IRON,55
0342b78b-2916-4ece-8605-dd9bad4758ed,BRONZE,123
03460230-9598-4e88-b0f8-c03ac40428e4,BRONZE,51
03460800-a7ea-4edd-a3b4-af4a250f0cdf,BRONZE,63
034963e2-376c-4b3e-924e-9478682c8065,BRONZE,68
034b285a-da29-448a-ae83-253dee8b87d1,GOLD,190
034bffc6-e601-40e0-ac58-fed7be284a79,SILVER,195
034ce365-c8ae-4ac0-b0d4-9249d3d5c758,GOLD,200
03556256-4cf1-44bc-800c-1aa8d941999a,GOLD,200
0357768f-c205-4027-b1d5-0692764848d8,BRONZE,146
035d9b31-37ce-4809-9ab5-f55aa6b88522,SILVER,172
036b12b9-1b13-4b10-9e00-7fa1f9682dff,BRONZE,45
036b4a36-e43d-4fc3-8351-81ed2c9c4def,IRON,20
036d6a0d-09c4-48a2-87b0-48f4a036b298,SILVER,169
0376003e-fafc-4e44-9e45-4b7bf46f2e2f,BRONZE,157
0376deab-a63a-4cfa-ac63-248d7a2117eb,SILVER,167
0379ccbe-edca-4406-98f3-142ebdc1453e,PLATINUM,199
037de98b-a4cf-4ca7-875d-321fb2c73772,GOLD,165
037e563e-9c29-49ef-a9fd-feee79ad848a,SILVER,132
037f48c7-fcb9-4601-a8fc-b0088d1ef13f,GOLD,156
038020fe-46b7-4597-b0f4-096859f56f2b,GOLD,194
038057cd-22ba-495f-988b-58b97ecbd7aa,GOLD,187
03816671-5695-4b7a-a764-83b7652dd50d,GOLD,189
0381d221-aa57-4f98-983e-da959fc8a179,GOLD,225
0383f9c6-5372-4fe9-8ea8-2d1c506d8add,DIAMOND,201
038d0ae3-941d-4f68-b8af-8d7e2cad4863,SILVER,183
038fea39-5548-4fd2-a76b-782bb0bd3e36,SILVER,161
0391f9ca-5626-4352-b4df-109bd2667d76,GOLD,187
039e7e39-c66a-46a0-a4c3-845e402a1cf4,SILVER,172
03a31836-c3cb-4881-95f9-4d9169f788e5,GOLD,186
03a658ec-de59-44f6-9c81-f646f96213a9,BRONZE,46
03a743ad-c532-48c8-a642-4c986ce4a5a3,BRONZE,104
03ab6c5e-9805-4c27-a2bf-9842b0408e58,IRON,40
03aba117-d477-458e-9990-87c984f90662,IRON,40
03ad870e-7a5a-4018-b637-0f9cbbc5db55,BRONZE,118
03b15eee-7f99-413e-bf98-67b0a26c3994,BRONZE,55
03b1e6bb-3ba5-4b57-aace-8a3de96d8c95,BRONZE,149
03b4eef0-8291-45e4-9d08-dff128cc5727,SILVER,196
03c4bb75-f4b8-4800-9103-f85d2d0aa8e8,SILVER,165
03c682c8-41cf-4a45-a17a-5637b1b74008,BRONZE,31
03c90749-7f95-406b-afcb-2a47d5a660bb,IRON,63
03ce23c7-344a-41a5-aa0c-431ca04c68a9,SILVER,173
03ce5640-411b-4f04-96b1-b0f69ceae257,SILVER,167
03ce6f0f-a5ea-4758-bae9-e99ec693fdc1,SILVER,85
03d04b6a-a535-4c95-b11e-1e9f1fa35da7,BRONZE,101
03d18d84-6153-4432-9be1-e548c43f9aec,GOLD,236
03d5bee4-ba18-4148-a061-fd00e9ac2e84,PLATINUM,204
03d65a86-770d-49b7-8803-6858cdf243c0,GOLD,190
03de30e2-b373-41fa-818d-32d361b66b7d,SILVER,104
03df82e1-db91-49ac-a8a9-37a085e56111,SILVER,153
03e0f9c7-28e1-4437-b164-9dc1f2c500b3,BRONZE,103
03e2822c-ac70-47ce-8194-44a4672c1051,SILVER,164
03e988a8-fa20-4a2b-8cbd-8eae71b90c40,IRON,18
03e9a04d-8785-4e11-b632-3bc56645a08e,GOLD,228
03eaecbb-cfbd-4af1-ba65-3592b95ad2ce,GOLD,185
03ebde1e-9a46-4c7a-ae36-87816fa16403,SILVER,85
03f0f778-f68c-43ad-902b-d10a50db6d92,GOLD,189
03f100ab-79fa-4a30-839c-5b74b974d0c6,BRONZE,148
03f4dbc2-90f9-4611-8881-d0d80cab958c,BRONZE,155
03f5d08c-6832-480c-9260-6f9c04612ba8,BRONZE,126
03f645ff-3e71-4851-88db-35f672c56dd0,GOLD,192
03f69d28-c672-4d50-b9f6-4dcadc94266f,PLATINUM,183
03f6ad2f-0772-4e38-8fd1-73fe66e0205b,BRONZE,86
03fc6e73-88bc-4e96-a53a-6787a66c410c,IRON,43
03fc84d9-69ef-43de-ac48-698b67bd654e,BRONZE,56
03fca42e-4cf6-49ad-9953-fcb11e242ba2,BRONZE,127
03fd1ee7-7479-4da2-9d06-288587993046,BRONZE,72
03fd89f8-9e11-4acb-8911-cdda6028898e,SILVER,193
04065b1e-6245-48c6-8100-447f24d724ff,PLATINUM,200
040f7821-7f4f-472d-8f3b-ae2b080e0967,PLATINUM,199
040fa239-7996-42bb-a3ef-2f4536e7cfca,BRONZE,152
040fcfde-c926-4144-895a-fc3a38a26e08,GOLD,122
0412d464-f70e-4fe3-876c-c913ee5b7076,IRON,42
04145948-217f-4dea-bd53-a60a934befac,SILVER,68
04149903-dcd9-4079-98b0-99d29df59b1e,BRONZE,162
041747e0-a533-48fa-aa7e-eb6657c097e9,BRONZE,15
041d30cc-b9e2-4d02-81a2-40dd2012b094,BRONZE,34
041e615f-9491-4246-a539-2c88dc2dd8b6,BRONZE,78
041e8989-1f94-4a42-8efb-80e04cfd408c,SILVER,190
0420667d-e7b6-4e71-8f4b-607a55d68881,GOLD,185
04218097-266e-4c56-a9f9-983652fedab5,GOLD,196
0421f526-7f5e-429c-84cf-90b62de90cb9,BRONZE,139
04227318-0a7b-4140-a68d-e7d43fd9a654,BRONZE,162
042a0c0d-56be-4ff4-9e93-d7c72076760d,PLATINUM,198
042c4fa8-174d-4123-9653-4e4419733533,IRON,16
042cb794-220b-4a9d-83b8-14ef8a21e7b9,SILVER,171
0430ae93-ab7b-47fd-98ee-c5537c437363,IRON,16
0430dcbc-ffe3-4cbe-8dc6-017ed4e0e5be,GOLD,200
04318830-938b-4dc7-89f2-9c44ad68a179,GOLD,201
04331065-2204-44a1-9fda-59aa48e532ff,BRONZE,52
04352b3e-fce2-47cf-a781-b2212fd13880,SILVER,170
0444762b-dcae-449a-b15c-fff45aee3139,SILVER,175
0444c927-df25-4fff-b4dd-bfc971800191,SILVER,120
044656a3-8cc7-4e1a-abb7-6c795c1a1062,BRONZE,70
04498172-fb3c-420f-88d4-a444deb5588f,IRON,29
044b4f89-9f2b-4b2a-bfcc-c050c6211343,BRONZE,143
044ec078-a923-4ec4-ae5e-660ac79793b5,SILVER,159
044fec40-55e9-4cc9-8c8a-936bfa7b3d6d,SILVER,190
